linkedin,instagram,twitter,facebook,description,technographic,company_type,validation_status,input_domain
,,,,"Transforming the lives of people with intellectual and developmental disabilities in Central Florida for over 60 Years, by empowering individuals to discover and explore new opportunities through a comprehensive and proven system of training, employment and residential programs and services.",,"{'partner': 'Yes', 'event': 'Yes', 'certificate': 'Yes', 'job_page': 'Yes', 'job_opening_admin': 'No', 'job_opening_engg': 'No', 'job_opening_analytics': 'No', 'job_opening_IT': 'Yes', 'job_opening_marketing': 'No', 'job_opening_sales': 'No', 'ai_first': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'newsletter': 'No', 'offer': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.primrosecenter.org
,,,,,"{'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP'], 'javascript-frameworks': ['jQuery']}","{'ecommerce': 'Yes', 'pricing': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.kaiunkan-ee.com
,https://www.instagram.com/wanderaweddings,,https://facebook.com,,"{'font-scripts': ['Google Font API'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.wanderaweddings.com
https://www.linkedin.com/company/27115732,https://www.instagram.com/stories/highlights/17888380922086278,,,,"{'photo-galleries': ['Lightbox'], 'javascript-frameworks': ['Lightbox', 'React', 'RequireJS']}","{'ecommerce': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.harleyoliver.com
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",timeout error,www.mailpouchmailing.com
https://www.linkedin.com/company/limoso,https://www.instagram.com/limosoaustralia,https://twitter.com/limosoaustralia,https://www.facebook.com/limosoaustralia?fref=ts&ref=br_tf,"Looking for an unbeatable limo hire in Brisbane? Limoso's vast, luxurious offerings and customer-first approach set us apart from all care hires - try us today! Book chauffeured car services and airport transfers in Brisbane, Gold Coast, Surfers Paradise, Main Beach, Broadbeach.","{'font-scripts': ['Font Awesome', 'Google Font API'], 'web-frameworks': ['Twitter Bootstrap'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.limoso.com.au
,,,,"Official site of New Zealand Tourism, Business, and Investment. Activities, tours, maps and accommodation to plan your New Zealand holiday. Find out about New Zealand made products and investing in New Zealand businesses.",{'javascript-frameworks': ['Prototype']},"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.newzealand.com
,,,,,{'javascript-frameworks': ['Prototype']},"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.windoworigins.com
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",timeout error,www.flashburnpromotions.com
,,,,"L\'OPH de Drancy a pour vocation de permettre l’accession à un logement de qualité au meilleur prix. En lien avec la Ville de Drancy, l\'Office Public d\'Habitation met en œuvre un ensemble de mesures pour atteindre cet objectif.","{'font-scripts': ['Google Font API'], 'javascript-frameworks': ['Modernizr', 'jQuery', 'Underscore.js', 'jQuery UI'], 'widgets': ['OWL Carousel'], 'photo-galleries': ['jQuery'], 'web-frameworks': ['Twitter Bootstrap'], 'ecommerce': ['WooCommerce'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.ophdrancy.com
https://www.linkedin.com/in/salvatore-gerbino-97a75280,https://www.instagram.com/pinhaslaw,,https://www.facebook.com/PinhasLaw,,"{'font-scripts': ['Google Font API'], 'photo-galleries': ['Lightbox'], 'javascript-frameworks': ['Lightbox'], 'web-frameworks': ['Twitter Bootstrap']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.pinhaslaw.com
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.lrbrasher.com
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.catalyst360.com.ph
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.cortlandgroup.com
linkedin,instagram,twitter,facebook,description,technographic,company_type,validation_status,input_domain
,,,,"Since 1982, Lamar Contractors has been leading the way of  Construction Management Strategies in Commercial, Residential. and Disaster Recovery efforts.",,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.lamarcontractors.com
,,,,Sometimes it’s tough to know where to turn when your dog or cat isn’t feeling well. That’s why we created PetCare Express as the affordable alternative to maintaining your pet’s health without sacrificing quality of care. 2 convenient Houston locations off Holcombe and W 34th. Serving those in and a,,"{'ecommerce': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.petcareexpress.net
,,,,"Proof Interactive is an award-winning, independent firm located in Las Vegas, Nevada.  We are focused on strategic thinking, design, programming and marketing for the interactive environment.","{'tag-managers': ['Google Tag Manager'], 'javascript-frameworks': ['Modernizr', 'TweenMax', 'jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.proofinteractive.com
https://www.linkedin.com/company/multi-germany,,,,,"{'maps': ['Google Maps'], 'web-frameworks': ['Twitter Bootstrap'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.multi-germany.de
https://www.linkedin.com/in/creighton-spies-ea-48a5b189,https://www.instagram.com/spiestaxconnections,,https://www.facebook.com/318246895651458,"With over 10 years of experience, Spies Tax Connections is owned and operated by a Federally Licensed Enrolled Agent. Providing honest A-Z Tax Services!!",,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.spiestaxconnections.com
,https://www.instagram.com/holmeslawnandpest,https://twitter.com/HolmesPest,https://www.facebook.com/HolmesUtah,,"{'font-scripts': ['Google Font API'], 'cache-tools': ['WP Rocket'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.holmesutah.com
,,,,,"{'miscellaneous': ['SWFObject'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.radiomontekanate.it
,,,,,"{'web-frameworks': ['Twitter Bootstrap'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.graybills.com
,,,https://www.facebook.com/Rosalind-Henderson-Law-112197766096761,,"{'font-scripts': ['Google Font API'], 'photo-galleries': ['Lightbox'], 'javascript-frameworks': ['Lightbox', 'jQuery'], 'web-frameworks': ['Twitter Bootstrap'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.rosalindhendersonlaw.com
,https://www.instagram.com/p/CRnssyUta5f,,https://www.facebook.com/Mantells,,,"{'ecommerce': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.mantells.co.nz
,,,https://www.facebook.com/MtBakerRoofing,,"{'font-scripts': ['Font Awesome', 'Google Font API'], 'web-frameworks': ['Twitter Bootstrap'], 'ecommerce': ['WooCommerce'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO'], 'javascript-frameworks': ['jQuery']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.mtbakerroofing.com
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",connection error,www.frezza3d.com
https://www.linkedin.com/company/hoover-pumping-systems,,https://twitter.com/hooverpumps,https://www.facebook.com/HooverPumpingSystems,"Need a complete irrigation solution? Talk to us about smart irrigation &amp; Hoover-designed, built &amp; installed irrigation pump stations for your operatio...","{'tag-managers': ['Google Tag Manager'], 'cms': ['Joomla'], 'programming-languages': ['PHP'], 'miscellaneous': ['K2'], 'widgets': ['OWL Carousel'], 'javascript-frameworks': ['jQuery', 'Zepto'], 'photo-galleries': ['jQuery'], 'web-frameworks': ['Twitter Bootstrap']}","{'job_page': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.hooverpumping.com
,,,https://www.facebook.com/dkrehbielinsurance,,"{'javascript-frameworks': ['Modernizr', 'jQuery'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.krehbielins.com
,,,,"Inwestujemy w zakup pewnych nieruchomości i emitujemy obligacje korporacyjne, które stanowią dla naszych inwestorów alternatywę lokaty bankowej. Zapraszamy!","{'programming-languages': ['Perl', 'PHP'], 'font-scripts': ['Font Awesome', 'Google Font API'], 'tag-managers': ['Google Tag Manager'], 'widgets': ['Lockerz Share'], 'javascript-frameworks': ['RequireJS', 'jQuery', 'jQuery UI'], 'web-frameworks': ['Twitter Bootstrap'], 'cms': ['WordPress'], 'blogs': ['PHP', 'WordPress'], 'cache-tools': ['WordPress Super Cache']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.big.biz.pl
,,,,,"{'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.apparelbridge.com
,https://www.instagram.com/underworldok,,https://www.facebook.com/underworld.com.ar,,"{'font-scripts': ['Google Font API', 'Ionicons'], 'javascript-frameworks': ['RequireJS', 'Underscore.js', 'jQuery'], 'web-frameworks': ['Twitter Bootstrap'], 'ecommerce': ['WooCommerce'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'marketing-automation': ['Yoast SEO']}","{'ecommerce': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.underworld.com.ar
,,,,Lee Brothers Leasing Company sells and services  vehicles in the greater Reno NV area.,"{'tag-managers': ['Google Tag Manager'], 'javascript-frameworks': ['Prototype', 'React', 'RequireJS', 'jQuery', 'jQuery UI'], 'web-frameworks': ['Twitter Bootstrap']}","{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.leebrosleasing.com
,,,,,{'javascript-frameworks': ['Prototype']},"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.stockton-scurry-smith.com
,,,,,,"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",redirecting,www.williamsandknack.com
linkedin,instagram,twitter,facebook,description,technographic,company_type,validation_status,input_domain
,,,,,{'javascript-frameworks': ['Prototype']},"{'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'event': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.adaughterstouchhomehealth.com
,https://www.instagram.com/somerset_capnj,,https://www.facebook.com/SCAPNJ,,"{'font-scripts': ['Google Font API'], 'web-frameworks': ['Twitter Bootstrap'], 'ecommerce': ['WooCommerce'], 'cms': ['WordPress'], 'programming-languages': ['PHP'], 'blogs': ['PHP', 'WordPress'], 'javascript-frameworks': ['jQuery']}","{'event': 'Yes', 'job_opening_admin': '', 'job_opening_engg': '', 'job_opening_analytics': '', 'job_opening_IT': '', 'job_opening_marketing': '', 'job_opening_sales': '', 'ai_first': 'No', 'certificate': 'No', 'community': 'No', 'demo': 'No', 'ecommerce': 'No', 'free_plan': 'No', 'free_trial': 'No', 'generative_ai': 'No', 'job_page': 'No', 'newsletter': 'No', 'offer': 'No', 'partner': 'No', 'plg': 'No', 'press_release': 'No', 'pricing': 'No', 'product_tour': 'No', 'video_content': 'No', 'webinar': 'No'}",valid,www.somersetcap.org
